Muskel;Region;Subregion;Feld;Urteil;Bei mir;Wikipedia;Delta;Artikel
M. obliquus externus abdominis;Wirbelsäule & Rumpf;Bauchmuskulatur;Innervation;abweichend;Nn. intercostales, N. iliohypogastricus, N. ilioinguinalis;Nervi intercostales (Th5–11), Nervus subcostalis;;https://de.wikipedia.org/wiki/Musculus_obliquus_externus_abdominis
M. obliquus externus abdominis;Wirbelsäule & Rumpf;Bauchmuskulatur;Segmente;nur bei mir;Th5–Th12;;;https://de.wikipedia.org/wiki/Musculus_obliquus_externus_abdominis
M. obliquus internus abdominis;Wirbelsäule & Rumpf;Bauchmuskulatur;Ursprung;teils gleich;Fascia thoracolumbalis, Crista iliaca, Lig. inguinale;Lig. inguinale, Crista iliaca, Spina iliaca anterior superior, Fascia thoracolumbalis, Processus costales L1-L5;;https://de.wikipedia.org/wiki/Musculus_obliquus_internus_abdominis
M. obliquus internus abdominis;Wirbelsäule & Rumpf;Bauchmuskulatur;Ansatz;teils gleich;Rippenknorpel 10–12, Linea alba, Rektusscheide;Knorpel der unteren vier Rippen, Linea alba;;https://de.wikipedia.org/wiki/Musculus_obliquus_internus_abdominis
M. obliquus internus abdominis;Wirbelsäule & Rumpf;Bauchmuskulatur;Funktion;Freitext — nur lesen;"Beidseits aktiviert beugt der M. obliquus internus den Rumpf; einseitig erzeugt er eine Rotation zur gleichen Seite sowie eine Lateralflexion ipsilateral. Zusammen mit dem M. transversus abdominis trägt er wesentlich zur Rumpfstabilisation bei.";Beuger des Rumpfs, Exspiration;;https://de.wikipedia.org/wiki/Musculus_obliquus_internus_abdominis
M. obliquus internus abdominis;Wirbelsäule & Rumpf;Bauchmuskulatur;Innervation;gleich (andere Worte);Nn. intercostales, N. iliohypogastricus, N. ilioinguinalis;Nervi intercostales, Nervi subcostales, Nervus ilioinguinalis, Nervus iliohypogastricus;;https://de.wikipedia.org/wiki/Musculus_obliquus_internus_abdominis
M. obliquus internus abdominis;Wirbelsäule & Rumpf;Bauchmuskulatur;Segmente;abweichend;Th8–Th12;Th10–Th12;nur bei mir: Th8, Th9;https://de.wikipedia.org/wiki/Musculus_obliquus_internus_abdominis
M. obturatorius externus;Untere Extremität;Hüfte;Ursprung;teils gleich;Os coxae und Membrana obturatoria (Außenseite);Außenfläche der Membrana obturatoria;;https://de.wikipedia.org/wiki/Musculus_obturatorius_externus
M. obturatorius externus;Untere Extremität;Hüfte;Ansatz;gleich;Fossa trochanterica des Femur;Fossa trochanterica des Femur;;https://de.wikipedia.org/wiki/Musculus_obturatorius_externus
M. obturatorius externus;Untere Extremität;Hüfte;Funktion;Freitext — nur lesen;Dreht den Oberschenkel im Hüftgelenk nach außen;Auswärtsdrehung (Außenrotation) und Heranführen des Oberschenkels (Adduktion);;https://de.wikipedia.org/wiki/Musculus_obturatorius_externus
M. obturatorius externus;Untere Extremität;Hüfte;Innervation;gleich;N. obturatorius;Nervus obturatorius;;https://de.wikipedia.org/wiki/Musculus_obturatorius_externus
M. obturatorius externus;Untere Extremität;Hüfte;Segmente;abweichend;L3, L4;L4;nur bei mir: L3;https://de.wikipedia.org/wiki/Musculus_obturatorius_externus
M. obturatorius internus;Untere Extremität;Hüfte;Ursprung;teils gleich;Os coxae und Membrana obturatoria (Innenseite);Innenfläche der Membrana obturatoria;;https://de.wikipedia.org/wiki/Musculus_obturatorius_internus
M. obturatorius internus;Untere Extremität;Hüfte;Ansatz;teils gleich;Fossa trochanterica des Femur;Fossa trochanterica des Oberschenkelknochens;;https://de.wikipedia.org/wiki/Musculus_obturatorius_internus
M. obturatorius internus;Untere Extremität;Hüfte;Funktion;Freitext — nur lesen;Dreht den Oberschenkel im Hüftgelenk nach außen;Auswärtsdrehung des Oberschenkels;;https://de.wikipedia.org/wiki/Musculus_obturatorius_internus
M. obturatorius internus;Untere Extremität;Hüfte;Innervation;teils gleich;Plexus sacralis;Plexus sacralis (Nervus musculi obturatorii interni);;https://de.wikipedia.org/wiki/Musculus_obturatorius_internus
M. obturatorius internus;Untere Extremität;Hüfte;Segmente;gleich;L5, S1;L5, S1;;https://de.wikipedia.org/wiki/Musculus_obturatorius_internus
M. occipitofrontalis;Kopf & Hals;Mimikmuskulatur;—;kein Vergleich;;;;Artikel ohne Infobox
M. occipitofrontalis;Kopf & Hals;Mimikmuskulatur;—;kein Vergleich;;;;Artikel ohne Infobox
M. omohyoideus;Kopf & Hals;Infrahyoidale Muskeln;Ursprung;teils gleich;Margo superior scapulae (medial der Incisura scapulae);Venter inferior: · Margo superior des Schulterblatts zwischen Angulus superior und Incisura scapulae;;https://de.wikipedia.org/wiki/Musculus_omohyoideus
M. omohyoideus;Kopf & Hals;Infrahyoidale Muskeln;Ansatz;abweichend;Corpus ossis hyoidei (Cornu majus);Venter superior: · Kaudaler Rand der Außenfläche des seitlichen Abschnitts des Zungenbeinkörpers;;https://de.wikipedia.org/wiki/Musculus_omohyoideus
M. omohyoideus;Kopf & Hals;Infrahyoidale Muskeln;Funktion;Freitext — nur lesen;"Der M. omohyoideus senkt das Zungenbein nach kaudal und spannt die mittlere Halsfaszie; durch die Spannung der Fascia cervicalis media hält er die V. jugularis interna offen und verhindert deren venösen Kollaps.";Hilfsmuskel beim Schluckakt;;https://de.wikipedia.org/wiki/Musculus_omohyoideus
M. omohyoideus;Kopf & Hals;Infrahyoidale Muskeln;Innervation;teils gleich;Ansa cervicalis;Ansa cervicalis profunda (Plexus cervicalis);;https://de.wikipedia.org/wiki/Musculus_omohyoideus
M. omohyoideus;Kopf & Hals;Infrahyoidale Muskeln;Segmente;nur bei mir;C1–C3;;;https://de.wikipedia.org/wiki/Musculus_omohyoideus
M. opponens digiti minimi;Obere Extremität;Hand & Finger;Ursprung;teils gleich;Hamulus ossis hamati und Retinaculum flexorum;Retinaculum flexorum und Haken des Os hamatum;;https://de.wikipedia.org/wiki/Musculus_opponens_digiti_minimi_(Hand)
M. opponens digiti minimi;Obere Extremität;Hand & Finger;Ansatz;teils gleich;Os metacarpale V;Mediale Seite des Os metacarpale V;;https://de.wikipedia.org/wiki/Musculus_opponens_digiti_minimi_(Hand)
M. opponens digiti minimi;Obere Extremität;Hand & Finger;Funktion;Freitext — nur lesen;Opposition des kleinen Fingers im CMC-Gelenk;zieht das Os metacarpale V nach palmar;;https://de.wikipedia.org/wiki/Musculus_opponens_digiti_minimi_(Hand)
M. opponens digiti minimi;Obere Extremität;Hand & Finger;Innervation;gleich;N. ulnaris;Nervus ulnaris;;https://de.wikipedia.org/wiki/Musculus_opponens_digiti_minimi_(Hand)
M. opponens digiti minimi;Obere Extremität;Hand & Finger;Segmente;gleich;C8, Th1;C8–Th1;;https://de.wikipedia.org/wiki/Musculus_opponens_digiti_minimi_(Hand)
M. opponens digiti minimi;Untere Extremität;Fuß & Sprunggelenk;Ursprung;teils gleich;"Lig. plantare longum; Basis des Os metatarsale V; Sehnenscheide des M. fibularis longus";Lig. plantare longum, Os metatarsale V, Sehnenscheide M. peronaeus longus;;https://de.wikipedia.org/wiki/Musculus_opponens_digiti_minimi_(Fu%C3%9F)
M. opponens digiti minimi;Untere Extremität;Fuß & Sprunggelenk;Ansatz;gleich;Lateraler Rand des Os metatarsale V;lateraler Rand des Os metatarsale V;;https://de.wikipedia.org/wiki/Musculus_opponens_digiti_minimi_(Fu%C3%9F)
M. opponens digiti minimi;Untere Extremität;Fuß & Sprunggelenk;Funktion;Freitext — nur lesen;Unterstützt Flexion und Abduktion der Kleinzehe und stabilisiert das laterale Längsgewölbe des Fußes;Abspreizung und Plantarflexion der kleinen Zehe;;https://de.wikipedia.org/wiki/Musculus_opponens_digiti_minimi_(Fu%C3%9F)
M. opponens digiti minimi;Untere Extremität;Fuß & Sprunggelenk;Innervation;gleich (andere Worte);N. tibialis (N. plantaris lateralis);Nervus plantaris lateralis;;https://de.wikipedia.org/wiki/Musculus_opponens_digiti_minimi_(Fu%C3%9F)
M. opponens digiti minimi;Untere Extremität;Fuß & Sprunggelenk;Segmente;gleich;S2, S3;S2, S3;;https://de.wikipedia.org/wiki/Musculus_opponens_digiti_minimi_(Fu%C3%9F)
M. opponens pollicis;Obere Extremität;Hand & Finger;Ursprung;gleich (andere Worte);Os trapezium und Retinaculum flexorum;Retinaculum flexorum und Os trapezium;;https://de.wikipedia.org/wiki/Musculus_opponens_pollicis
M. opponens pollicis;Obere Extremität;Hand & Finger;Ansatz;abweichend;Os metacarpale I;Laterale Seite des ersten Mittelhandknochens;;https://de.wikipedia.org/wiki/Musculus_opponens_pollicis
M. opponens pollicis;Obere Extremität;Hand & Finger;Funktion;Freitext — nur lesen;Opposition des Daumens im Sattelgelenk;Drehung des Daumens zur Handinnenfläche;;https://de.wikipedia.org/wiki/Musculus_opponens_pollicis
M. opponens pollicis;Obere Extremität;Hand & Finger;Innervation;gleich;N. medianus;Nervus medianus;;https://de.wikipedia.org/wiki/Musculus_opponens_pollicis
M. opponens pollicis;Obere Extremität;Hand & Finger;Segmente;gleich;C6, C7;C6-C7;;https://de.wikipedia.org/wiki/Musculus_opponens_pollicis
M. orbicularis oculi;Kopf & Hals;Mimikmuskulatur;Ursprung;abweichend;Orbitarand und Tarsalregion (umgibt die Orbita ringförmig);Stirnbein, Oberkiefer und nasales Lidband;;https://de.wikipedia.org/wiki/Musculus_orbicularis_oculi
M. orbicularis oculi;Kopf & Hals;Mimikmuskulatur;Ansatz;abweichend;Haut um die Orbita, Tarsalregion und medialer Lidwinkel;Raphe palpebralis lateralis;;https://de.wikipedia.org/wiki/Musculus_orbicularis_oculi
M. orbicularis oculi;Kopf & Hals;Mimikmuskulatur;Funktion;Freitext — nur lesen;Der M. orbicularis oculi schließt das Auge. Die Pars palpebralis sorgt für spontanen Lidschluss, die Pars orbitalis für festes Zusammenkneifen.;Lidschluss;;https://de.wikipedia.org/wiki/Musculus_orbicularis_oculi
M. orbicularis oculi;Kopf & Hals;Mimikmuskulatur;Innervation;teils gleich;N. facialis (VII);Nervus facialis (Hirnnerv VII);;https://de.wikipedia.org/wiki/Musculus_orbicularis_oculi
M. orbicularis oculi;Kopf & Hals;Mimikmuskulatur;Segmente;beide leer;;;;https://de.wikipedia.org/wiki/Musculus_orbicularis_oculi
M. orbicularis oris;Kopf & Hals;Mimikmuskulatur;Ursprung;abweichend;Haut und Muskulatur der Lippen, Modiolus;Ober- und Unterkiefer;;https://de.wikipedia.org/wiki/Musculus_orbicularis_oris
M. orbicularis oris;Kopf & Hals;Mimikmuskulatur;Ansatz;teils gleich;Haut und Muskulatur der Lippen (orbitalе und marginale Faserbündel);Haut der Lippe;;https://de.wikipedia.org/wiki/Musculus_orbicularis_oris
M. orbicularis oris;Kopf & Hals;Mimikmuskulatur;Funktion;Freitext — nur lesen;"Der M. orbicularis oris schließt die Lippen und formt sie für Sprechen, Pusten und Pfeifen; seine oberflächlichen und tiefen Faserbündel wirken zusammen, um Mund und Lippen präzise zu steuern.";Zusammenziehen der Mundöffnung;;https://de.wikipedia.org/wiki/Musculus_orbicularis_oris
M. orbicularis oris;Kopf & Hals;Mimikmuskulatur;Innervation;abweichend;N. facialis (VII), Rr. buccales und marginales mandibulares;Nervus facialis (Hirnnerv VII);;https://de.wikipedia.org/wiki/Musculus_orbicularis_oris
M. orbicularis oris;Kopf & Hals;Mimikmuskulatur;Segmente;beide leer;;;;https://de.wikipedia.org/wiki/Musculus_orbicularis_oris
M. palmaris brevis;Obere Extremität;Hand & Finger;Ursprung;teils gleich;Aponeurosis palmaris;Ulnare Seite des Retinaculum flexorum, Aponeurosis palmaris;;https://de.wikipedia.org/wiki/Musculus_palmaris_brevis
M. palmaris brevis;Obere Extremität;Hand & Finger;Ansatz;teils gleich;Haut der ulnaren Handseite;Haut auf der ulnaren Seite der Handfläche;;https://de.wikipedia.org/wiki/Musculus_palmaris_brevis
M. palmaris brevis;Obere Extremität;Hand & Finger;Funktion;Freitext — nur lesen;Spannt die Haut am Kleinfingerballen;Beteiligt an der Spannung der Palmaraponeurose;;https://de.wikipedia.org/wiki/Musculus_palmaris_brevis
M. palmaris brevis;Obere Extremität;Hand & Finger;Innervation;teils gleich;N. ulnaris;Nervus ulnaris, Ramus superficialis;;https://de.wikipedia.org/wiki/Musculus_palmaris_brevis
M. palmaris brevis;Obere Extremität;Hand & Finger;Segmente;gleich;C8, Th1;C8, Th1;;https://de.wikipedia.org/wiki/Musculus_palmaris_brevis
M. palmaris longus;Obere Extremität;Hand & Finger;Ursprung;teils gleich;Epicondylus medialis humeri;Oberarmknochen (Epicondylus medialis humeri) und Unterarmfascie (Fascia antebrachii);;https://de.wikipedia.org/wiki/Musculus_palmaris_longus
M. palmaris longus;Obere Extremität;Hand & Finger;Ansatz;teils gleich;Aponeurosis palmaris;Aponeurosis palmaris und Retinaculum flexorum.;;https://de.wikipedia.org/wiki/Musculus_palmaris_longus
M. palmaris longus;Obere Extremität;Hand & Finger;Funktion;Freitext — nur lesen;"Palmarflexion im Handgelenk; spannt die Palmaraponeurose";Spannen der Palmaraponeurose, Beugung des Handgelenks, schwache Beugung des Ellbogengelenkes;;https://de.wikipedia.org/wiki/Musculus_palmaris_longus
M. palmaris longus;Obere Extremität;Hand & Finger;Innervation;gleich;N. medianus;Nervus medianus;;https://de.wikipedia.org/wiki/Musculus_palmaris_longus
M. palmaris longus;Obere Extremität;Hand & Finger;Segmente;abweichend;C8, Th1;C7, C8, Th1;nur Wikipedia: C7;https://de.wikipedia.org/wiki/Musculus_palmaris_longus
M. pectineus;Untere Extremität;Hüfte;Ursprung;teils gleich;Pecten ossis pubis;Schambein (Pecten ossis pubis, Tuberculum pubicum, Lig. pubicum sup.);;https://de.wikipedia.org/wiki/Musculus_pectineus
M. pectineus;Untere Extremität;Hüfte;Ansatz;teils gleich;Linea pectinea des Femur;Oberschenkelknochen (Linea pectinea bzw. Labium mediale);;https://de.wikipedia.org/wiki/Musculus_pectineus
M. pectineus;Untere Extremität;Hüfte;Funktion;Freitext — nur lesen;"Adduziert den Oberschenkel und beugt ihn leicht im Hüftgelenk; eine geringe Außenrotation ist ebenfalls möglich";Beuger des Hüftgelenks, Adduktion;;https://de.wikipedia.org/wiki/Musculus_pectineus
M. pectineus;Untere Extremität;Hüfte;Innervation;gleich;N. femoralis, N. obturatorius;Nervus femoralis, Nervus obturatorius;;https://de.wikipedia.org/wiki/Musculus_pectineus
M. pectineus;Untere Extremität;Hüfte;Segmente;gleich;L2, L3;L2, L3;;https://de.wikipedia.org/wiki/Musculus_pectineus
M. pectoralis major;Obere Extremität;Schultergürtel;Ursprung;abweichend;"Pars clavicularis: Mediale Clavicula; Pars sternocostalis: Ventrale Sternumseite und 2.–6. Rippenknorpel; Pars abdominalis: Rektusscheide";sternale Fläche des Schlüsselbeins, Brustbein (Sternum), Knorpel der oberen vier bis sechs Rippen, vorderes Blatt der Rektusscheide;;https://de.wikipedia.org/wiki/Musculus_pectoralis_major
M. pectoralis major;Obere Extremität;Schultergürtel;Ansatz;teils gleich;Crista tuberculi majoris humeri;Oberarmknochen (Crista tuberculi minoris humeri);;https://de.wikipedia.org/wiki/Musculus_pectoralis_major
M. pectoralis major;Obere Extremität;Schultergürtel;Funktion;Freitext — nur lesen;"Adduktion und Innenrotation; je nach Anteil zusätzlich Flexion oder Extension im Schultergelenk";Adduktion, Vorführen und Einwärtsdrehung des Arms;;https://de.wikipedia.org/wiki/Musculus_pectoralis_major
M. pectoralis major;Obere Extremität;Schultergürtel;Innervation;gleich (andere Worte);Nn. pectorales mediales et laterales;Nervi pectorales lateralis et medialis;;https://de.wikipedia.org/wiki/Musculus_pectoralis_major
M. pectoralis major;Obere Extremität;Schultergürtel;Segmente;gleich;C5, C6, C7, C8, Th1;C5-Th1;;https://de.wikipedia.org/wiki/Musculus_pectoralis_major
M. pectoralis minor;Obere Extremität;Schultergürtel;Ursprung;teils gleich;Ventrale Seite der 3.–5. Rippe;3. bis 5. Rippe;;https://de.wikipedia.org/wiki/Musculus_pectoralis_minor
M. pectoralis minor;Obere Extremität;Schultergürtel;Ansatz;teils gleich;Proc. coracoideus der Scapula;Processus coracoideus des Schulterblatts;;https://de.wikipedia.org/wiki/Musculus_pectoralis_minor
M. pectoralis minor;Obere Extremität;Schultergürtel;Funktion;Freitext — nur lesen;"Senkt die Scapula und zieht sie nach vorn; bei fixiertem Schultergürtel inspiratorische Nebenfunktion";zieht die Schulter nach schräg vorne unten;;https://de.wikipedia.org/wiki/Musculus_pectoralis_minor
M. pectoralis minor;Obere Extremität;Schultergürtel;Innervation;teils gleich;N. pectoralis medialis;Nervi pectorales medialis und lateralis;;https://de.wikipedia.org/wiki/Musculus_pectoralis_minor
M. pectoralis minor;Obere Extremität;Schultergürtel;Segmente;abweichend;C6, C7, C8, Th1;C6-C8;nur bei mir: Th1;https://de.wikipedia.org/wiki/Musculus_pectoralis_minor
M. piriformis;Untere Extremität;Hüfte;Ursprung;abweichend;Os sacrum, Facies pelvica;Facies pelvina des Kreuzbeines (Os sacrum) und · Incisura ischiadica major am Sitzbein (Os ischii);;https://de.wikipedia.org/wiki/Musculus_piriformis
M. piriformis;Untere Extremität;Hüfte;Ansatz;gleich (andere Worte);Trochanter major des Femur;Trochanter major am Oberschenkelknochen (Femur);;https://de.wikipedia.org/wiki/Musculus_piriformis
M. piriformis;Untere Extremität;Hüfte;Funktion;Freitext — nur lesen;"Außenrotiert den Oberschenkel im Hüftgelenk; wirkt bei 90° Hüftbeugung zusätzlich als Abduktor";Auswärtsdrehung (Außenrotation), · Abspreizen (Abduktion) und · Strecken bzw. nach hinten Führen (Extension bzw. Retroversion) · des Oberschenkels;;https://de.wikipedia.org/wiki/Musculus_piriformis
M. piriformis;Untere Extremität;Hüfte;Innervation;gleich (andere Worte);Plexus sacralis;Ast des Plexus sacralis;;https://de.wikipedia.org/wiki/Musculus_piriformis
M. piriformis;Untere Extremität;Hüfte;Segmente;abweichend;S1, S2;L5-S1 (z. T. auch S2);nur bei mir: S2 | nur Wikipedia: L5;https://de.wikipedia.org/wiki/Musculus_piriformis
M. plantaris;Untere Extremität;Fuß & Sprunggelenk;Ursprung;abweichend;Femur, Facies poplitea;Linea supracondylaris lateralis · (Unterer seitlicher Teil des Femur);;https://de.wikipedia.org/wiki/Musculus_plantaris
M. plantaris;Untere Extremität;Fuß & Sprunggelenk;Ansatz;abweichend;Tuber calcanei;Posteriore Fläche des Calcaneus über Achillessehne;;https://de.wikipedia.org/wiki/Musculus_plantaris
M. plantaris;Untere Extremität;Fuß & Sprunggelenk;Funktion;Freitext — nur lesen;"Schwächer Plantarflexor und Kniebeuger; bei fehlendem Muskel übernehmen Gastrocnemius und Soleus vollständig seine Funktion";Kniebeugung, Innenrotation des Unterschenkels;;https://de.wikipedia.org/wiki/Musculus_plantaris
M. plantaris;Untere Extremität;Fuß & Sprunggelenk;Innervation;gleich;N. tibialis;Nervus tibialis;;https://de.wikipedia.org/wiki/Musculus_plantaris
M. plantaris;Untere Extremität;Fuß & Sprunggelenk;Segmente;nur Wikipedia;;L5, S1-2;;https://de.wikipedia.org/wiki/Musculus_plantaris
M. popliteus;Untere Extremität;Knie;Ursprung;abweichend;Epicondylus lateralis femoris, Hinterseite der Gelenkkapsel, Meniscus lateralis;Condylus lateralis femoris (äußerer Gelenkkopf des Femurs);;https://de.wikipedia.org/wiki/Musculus_popliteus
M. popliteus;Untere Extremität;Knie;Ansatz;abweichend;Tibia, Facies posterior;Obere hintere Fläche der Tibia;;https://de.wikipedia.org/wiki/Musculus_popliteus
M. popliteus;Untere Extremität;Knie;Funktion;Freitext — nur lesen;Leitet die Kniebeugung ein, rotiert den Unterschenkel nach innen und entlastet den Außenmeniskus;Kniebeugung/-streckung, Rückzug des lateralen Meniskus im gebeugten Knie, Innenrotation des Unterschenkels bzw. Außenrotation des Oberschenkels;;https://de.wikipedia.org/wiki/Musculus_popliteus
M. popliteus;Untere Extremität;Knie;Innervation;gleich;N. tibialis;Nervus tibialis;;https://de.wikipedia.org/wiki/Musculus_popliteus
M. popliteus;Untere Extremität;Knie;Segmente;abweichend;L4, L5, S1;L4, L5;nur bei mir: S1;https://de.wikipedia.org/wiki/Musculus_popliteus
M. procerus;Kopf & Hals;Mimikmuskulatur;Ursprung;abweichend;Nasenwurzel / Dorsalfläche der Nase (Nasenknorpel und Os nasale);Nasenbein, Nasenknorpel;;https://de.wikipedia.org/wiki/Musculus_procerus
M. procerus;Kopf & Hals;Mimikmuskulatur;Ansatz;abweichend;Haut über der Glabella und der unteren Stirn;Stirnhaut;;https://de.wikipedia.org/wiki/Musculus_procerus
M. procerus;Kopf & Hals;Mimikmuskulatur;Funktion;Freitext — nur lesen;"Der M. procerus zieht die Haut über der Glabella nach kaudal und erzeugt Querfalten an der Nasenwurzel; er senkt den medialen Augenbrauenanteil und antagonisiert den M. frontalis.";Herabziehen der Augenbrauen, Erweiterung der Nasenlöcher;;https://de.wikipedia.org/wiki/Musculus_procerus
M. procerus;Kopf & Hals;Mimikmuskulatur;Innervation;teils gleich;N. facialis (VII);Nervus facialis (Hirnnerv VII);;https://de.wikipedia.org/wiki/Musculus_procerus
M. procerus;Kopf & Hals;Mimikmuskulatur;Segmente;beide leer;;;;https://de.wikipedia.org/wiki/Musculus_procerus
M. pronator quadratus;Obere Extremität;Ellenbogen;Ursprung;abweichend;Distales Viertel der Facies anterior ulnae;Vorderfläche der Ulna;;https://de.wikipedia.org/wiki/Musculus_pronator_quadratus
M. pronator quadratus;Obere Extremität;Ellenbogen;Ansatz;abweichend;Distales Viertel der Facies anterior radii;Vorderfläche des Radius;;https://de.wikipedia.org/wiki/Musculus_pronator_quadratus
M. pronator quadratus;Obere Extremität;Ellenbogen;Funktion;Freitext — nur lesen;"Pronation im Unterarm; stabilisiert Radius und Ulna distal";Pronation des Unterarms;;https://de.wikipedia.org/wiki/Musculus_pronator_quadratus
M. pronator quadratus;Obere Extremität;Ellenbogen;Innervation;teils gleich;N. medianus;Nervus interosseus anterior aus dem Nervus medianus;;https://de.wikipedia.org/wiki/Musculus_pronator_quadratus
M. pronator quadratus;Obere Extremität;Ellenbogen;Segmente;gleich;C8, Th1;C8–Th1;;https://de.wikipedia.org/wiki/Musculus_pronator_quadratus
M. pronator teres;Obere Extremität;Ellenbogen;Ursprung;teils gleich;Epicondylus medialis humeri, mediale Seite der Tuberositas ulnae;Caput humerale: Epicondylus medialis humeri, · Caput ulnare: Processus coronoideus ulnae;;https://de.wikipedia.org/wiki/Musculus_pronator_teres
M. pronator teres;Obere Extremität;Ellenbogen;Ansatz;abweichend;Facies lateralis radii;Mitte der Außenseite der Speiche (Tuberositas pronatoria);;https://de.wikipedia.org/wiki/Musculus_pronator_teres
M. pronator teres;Obere Extremität;Ellenbogen;Funktion;Freitext — nur lesen;"Pronation im Unterarm; unterstützt die Ellenbogenflexion";Pronation des Unterarms, gering: Beugung im Ellenbogengelenk;;https://de.wikipedia.org/wiki/Musculus_pronator_teres
M. pronator teres;Obere Extremität;Ellenbogen;Innervation;gleich;N. medianus;Nervus medianus;;https://de.wikipedia.org/wiki/Musculus_pronator_teres
M. pronator teres;Obere Extremität;Ellenbogen;Segmente;gleich;C6, C7;C6, (C7);;https://de.wikipedia.org/wiki/Musculus_pronator_teres
M. psoas major;Untere Extremität;Hüfte;Ursprung;abweichend;"Wirbelkörper (BWK 12 / LWK 1–4) und Disci intervertebrales; Procc. costales LWK 1–5 (tiefer Anteil)";oberflächlicher Anteil: * Seitenflächen Brustwirbelkörper 12 * Lendenwirbelkörper 1–4 und dazwischenliegende Bandscheiben tiefer Anteil: Rippenfortsätze Lendenwirbelkörper 1–5;;https://de.wikipedia.org/wiki/Musculus_psoas_major
M. psoas major;Untere Extremität;Hüfte;Ansatz;teils gleich;Trochanter minor des Femur;als Lenden-Darmbeinmuskel (Musculus iliopsoas) am Trochanter minor des Oberschenkelknochens (Femur);;https://de.wikipedia.org/wiki/Musculus_psoas_major
M. psoas major;Untere Extremität;Hüfte;Funktion;Freitext — nur lesen;"Beugt die Hüfte und adduziert den Oberschenkel; bei fixiertem Femur verstärkt er die Lendenlordose; wirkt zudem als Außenrotator im Hüftgelenk";Hüftgelenk: * Beugung (Flexion) * Auswärtsdrehung (Außenrotation) * Kapselspanner des Hüftgelenks Wirbelsäule: * Beugung (Inklination) * Seitneigung (Lateralflexion);;https://de.wikipedia.org/wiki/Musculus_psoas_major
M. psoas major;Untere Extremität;Hüfte;Innervation;gleich (andere Worte);Plexus lumbalis;Plexus lumbalis und Nervus femoralis;;https://de.wikipedia.org/wiki/Musculus_psoas_major
M. psoas major;Untere Extremität;Hüfte;Segmente;abweichend;L1, L2, L3;L1–L4;nur Wikipedia: L4;https://de.wikipedia.org/wiki/Musculus_psoas_major
M. psoas minor;Untere Extremität;Hüfte;Ursprung;abweichend;Wirbelkörper Th12/L1;12. Brust- und 1. Lendenwirbel;;https://de.wikipedia.org/wiki/Musculus_psoas_minor
M. psoas minor;Untere Extremität;Hüfte;Ansatz;teils gleich;Eminentia iliopubica;mit Arcus iliopectineus und Eminentia iliopubica des Schambeins;;https://de.wikipedia.org/wiki/Musculus_psoas_minor
M. psoas minor;Untere Extremität;Hüfte;Funktion;Freitext — nur lesen;Kippt das Becken nach dorsal (Retroversion) und unterstützt die Stabilisierung der Lendenwirbelsäule in Streckstellung;Lendenwirbelsäule: Beugung (Inklination) und Seitwärtsneigung (Lateralflexion);;https://de.wikipedia.org/wiki/Musculus_psoas_minor
M. psoas minor;Untere Extremität;Hüfte;Innervation;abweichend;Plexus lumbalis;Nervus iliohypogastricus;;https://de.wikipedia.org/wiki/Musculus_psoas_minor
M. psoas minor;Untere Extremität;Hüfte;Segmente;abweichend;L1;L1 und L2;nur Wikipedia: L2;https://de.wikipedia.org/wiki/Musculus_psoas_minor
M. pterygoideus lateralis;Kopf & Hals;Kaumuskulatur;Ursprung;abweichend;"Caput superius: Facies infratemporalis des Os sphenoidale; Caput inferius: Caput laterale des Proc. condylaris";Pars superior: · Lamina lateralis des Ala major ossis sphenoidalis Pars inferior: · äußere Fläche der Lamina lateralis des Processus pterygoideus;;https://de.wikipedia.org/wiki/Musculus_pterygoideus_lateralis
M. pterygoideus lateralis;Kopf & Hals;Kaumuskulatur;Ansatz;abweichend;"Capsula articularis und Discus articularis (Caput superius); Proc. condylaris mandibulae (Caput inferius)";Pars superior: · Discus articularis des Kiefergelenks Pars inferior: · Processus condylaris des Unterkiefers;;https://de.wikipedia.org/wiki/Musculus_pterygoideus_lateralis
M. pterygoideus lateralis;Kopf & Hals;Kaumuskulatur;Funktion;Freitext — nur lesen;Der M. pterygoideus lateralis öffnet bei beidseitiger Kontraktion den Mund und zieht den Unterkiefer nach vorn. Bei einseitiger Aktivität verschiebt er den Unterkiefer zur Gegenseite (Laterotrusion) und ermöglicht damit Mahlbewegungen.;beidseitige Kontraktion: · Protrusion (Vorschieben des Unterkiefers und Vorverschiebung des Discus articularis) einseitige Bewegung: · ermöglicht Mahlbewegung;;https://de.wikipedia.org/wiki/Musculus_pterygoideus_lateralis
M. pterygoideus lateralis;Kopf & Hals;Kaumuskulatur;Innervation;teils gleich;N. pterygoideus lateralis (V3, N. trigeminus);N. pterygoideus lateralis aus dem Nervus mandibularis;;https://de.wikipedia.org/wiki/Musculus_pterygoideus_lateralis
M. pterygoideus lateralis;Kopf & Hals;Kaumuskulatur;Segmente;beide leer;;;;https://de.wikipedia.org/wiki/Musculus_pterygoideus_lateralis
M. pterygoideus medialis;Kopf & Hals;Kaumuskulatur;Ursprung;teils gleich;"M. pterygoideus medialis (Pars superficialis): Fossa pterygoidea; Tuber maxillae";Fossa pterygoidea, Lamina lateralis des Proc. pterygoideus des Keilbeins und dem Tuber maxillae;;https://de.wikipedia.org/wiki/Musculus_pterygoideus_medialis
